

0.02 	9.595102	
 
CBR Pkt_size:	 50
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	18.875362	
0.05 	11.172012	
0.033 	8.578947	
0.025 	8.124801	
0.02 	7.229206	
 
CBR Pkt_size:	 100
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	20.406250	
0.05 	12.350238	
0.033 	9.402094	
0.025 	8.071315	
0.02 	6.567285	
 
CBR Pkt_size:	 150
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	18.779710	
0.05 	12.190174	
0.033 	9.239466	
0.025 	8.749784	
0.02 	7.219822	
 
CBR Pkt_size:	 200
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	18.965217	
0.05 	12.145800	
0.033 	9.429319	
0.025 	6.684950	
0.02 	6.133370	
 
CBR Pkt_size:	 250
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	19.102041	
0.05 	12.294770	
0.033 	8.312849	
0.025 	8.057845	
0.02 	6.624710	
 


No.of nodes:	 80
Area:	 500 x 500
Mobility:	 10
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	5820.909091	
0.05 	3814.117647	
0.033 	1721.736842	
0.025 	6007.545455	
0.02 	3170.285714	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	1904.735294	
0.05 	4029.375000	
0.033 	6542.300000	
0.025 	2133.566667	
0.02 	3401.000000	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	3190.750000	
0.05 	1999.718750	
0.033 	2697.208333	
0.025 	3104.619048	
0.02 	2231.103448	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	1997.406250	
0.05 	3633.944444	
0.033 	

No.of nodes:	 80
Area:	 500 x 500
Mobility:	 10
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.033 	3590.111111	
0.025 	2237.551724	
0.02 	3192.600000	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	3541.277778	
0.05 	3574.777778	
0.033 	2353.535714	
0.025 	2553.120000	
0.02 	2407.777778	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	7940.250000	
0.05 	5849.363636	
0.033 	13143.000000	
0.025 	2503.038462	
0.02 	1735.315789	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	4675.500000	
0.05 	5394.166667	
0.033 	2280.379310	
0.025 	3115.714286	
0.02 	2532.192308	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	2770.826087	
0.05 	2831.652174	
0.033 	4924.153846	
0.025 	3421.000000	
0.02 	5190.769231	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	3015.857143	
0.05 	3381.263158	
0.033 	6473.800000	
0.025 	3056.333333	
0.02 	3280.550000	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	3810.647059	
0.05 	4080.062500	
0.033 	5934.000000	
0.025 	2722.583333	
0.02 	5147.692308	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	2697.708333	
0.05 	8053.500000	
0.033 	2738.166667	
0.025 	5957.454545	
0.02 	3234.550000	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	2526.880000	
0.05 	3223.450000	
0.033 	7205.111111	
0.025 	7204.444444	
0.02 	7260.777778	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	3845.882353	
0.05 	3357.631579	
0.033 	3478.684211	
0.025 	1609.487805	
0.02 	2532.538462	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	6966.777778	
0.05 	6475.500000	
0.033 	3398.052632	
0.025 	2419.148148	
0.02 	2529.384615	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	3567.055556	
0.05 	4595.785714	
0.033 	2902.181818	
0.025 	5389.833333	
0.02 	2623.560000	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	4227.400000	
0.05 	1971.151515	
0.033 	3086.428571	
0.025 	4061.375000	
0.02 	4772.857143	
 
CBR Pkt_size:	 100
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	5313.166667	
0.05 	2679.000000	
0.033 	2703.125000	
0.025 	3611.277778	
0.02 	3082.952381	
 
CBR Pkt_size:	 150
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	9239.428571	
0.05 	5788.090909	
0.033 	3445.052632	
0.025 	5910.909091	
0.02 	5062.769231	
 
CBR Pkt_size:	 200
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	5853.090909	
0.05 	3340.526316	
0.033 	1770.864865	
0.025 	5035.384615	
0.02 	9521.142857	
 
CBR Pkt_size:	 250
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	8055.250000	
0.05 	3607.833333	
0.033 	3573.611111	
0.025 	3826.941176	
0.02 	4766.285714	
 
CBR Pkt_size:	 50
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	7101.222222	
0.05 	5810.181818	
0.033 	2919.636364	
0.025 	3607.833333	
0.02 	3815.941176	
 
CBR Pkt_size:	 100
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	2827.086957	
0.05 	6393.700000	
0.033 	3991.375000	
0.025 	2407.962963	
0.02 	9280.714286	
 
CBR Pkt_size:	 150
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	2876.272727	
0.05 	6438.600000	
0.033 	3206.450000	
0.025 	4596.000000	
0.02 	5847.454545	
 
CBR Pkt_size:	 200
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	3323.684211	
0.05 	5178.416667	
0.033 	2898.000000	
0.025 	8073.250000	
0.02 	32486.500000	
 
CBR Pkt_size:	 250
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	3543.277778	
0.05 	5334.583333	
0.033 	2943.636364	
0.025 	5847.909091	
0.02 	13040.200000	
 


No.of nodes:	 100
Area:	 1500 x 1500
Mobility:	 50
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	87.700000	64.419192	
0.05 	44.362047	31.008794	
0.033 	30.056884	20.826700	
0.025 	23.491568	16.210360	
0.02 	18.973987	13.118999	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	87.392500	61.664160	
0.05 	45.088639	31.606599	
0.033 	30.022259	21.401823	
0.025 	23.083698	15.453634	
0.02 	18.873437	12.580241	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	87.937343	63.640000	
0.05 	45.021223	32.688946	
0.033 	30.285479	20.955261	
0.025 	23.366250	16.786928	
0.02 	19.072645	12.628943	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	87.182500	65.868895	
0.05 	44.609238	32.136020	
0.033 	29.877988	20.785950	
0.025 	23.235625	16.062579	
0.02 	19.099000	12.597990	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	87.510000	64.325815	
0.05 	44.324594	

No.of nodes:	 100
Area:	 1500 x 1500
Mobility:	 50
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 ZRP 	 OLSR
31.723404	
0.033 	29.853256	21.434310	
0.025 	23.362500	15.845565	
0.02 	19.228299	12.640060	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	82.165000	64.758794	
0.05 	42.283396	31.414268	
0.033 	28.618302	20.976013	
0.025 	22.095565	15.624528	
0.02 	18.042500	

No.of nodes:	 100
Area:	 1500 x 1500
Mobility:	 50
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 ZRP 	 OLSR
13.184772	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	82.462500	63.505025	
0.05 	42.144819	32.033877	
0.033 	28.634790	20.810900	
0.025 	22.007495	16.067211	
0.02 	18.277000	13.237634	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	82.542500	65.167500	
0.05 	42.109863	31.764706	
0.033 	28.484749	21.215232	
0.025 	21.974391	15.990613	
0.02 	18.155500	12.923077	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	82.265000	63.671679	
0.05 	42.365793	31.251250	
0.033 	28.647980	21.252073	
0.025 	21.861789	15.894569	
0.02 	17.957500	

No.of nodes:	 100
Area:	 1500 x 1500
Mobility:	 50
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.02 	17.957500	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	82.182500	
0.05 	42.348315	
0.033 	28.380049	
0.025 	22.155625	
0.02 	17.859500	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	76.760000	
0.05 	39.126092	
0.033 	26.769167	
0.025 	20.537789	
0.02 	17.228457	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	77.030000	
0.05 	39.258427	
0.033 	26.754950	
0.025 	20.732667	
0.02 	17.036500	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	76.635000	
0.05 	39.401998	
0.033 	27.028030	
0.025 	20.623985	
0.02 	17.006000	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	76.210000	
0.05 	39.142322	
0.033 	26.399011	
0.025 	20.611493	
0.02 	17.154000	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	76.586466	
0.05 	38.791511	
0.033 	26.703551	
0.025 	20.665834	
0.02 	16.950000	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	67.772500	
0.05 	35.416979	
0.033 	24.463314	
0.025 	19.352280	
0.02 	15.808404	
 
CBR Pkt_size:	 100
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	68.870000	
0.05 	35.533084	
0.033 	24.369332	
0.025 	19.134291	
0.02 	15.626500	
 
CBR Pkt_size:	 150
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	68.695000	
0.05 	35.519351	
0.033 	24.418796	
0.025 	19.075578	
0.02 	15.889000	
 
CBR Pkt_size:	 200
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	68.679198	
0.05 	35.453184	
0.033 	24.314922	
0.025 	19.283573	
0.02 	15.637500	
 
CBR Pkt_size:	 250
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	68.132500	
0.05 	35.735331	
0.033 	24.161583	
0.025 	19.003748	
0.02 	15.601500	
 
CBR Pkt_size:	 50
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	61.872500	
0.05 	32.375780	
0.033 	22.600165	
0.025 	17.764522	
0.02 	14.715000	
 
CBR Pkt_size:	 100
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	60.905000	
0.05 	32.004994	
0.033 	22.303380	
0.025 	17.573392	
0.02 	14.734500	
 
CBR Pkt_size:	 150
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	61.102500	
0.05 	32.395755	
0.033 	22.348722	
0.025 	17.587133	
0.02 	14.688500	
 
CBR Pkt_size:	 200
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	61.247500	
0.05 	32.411985	
0.033 	22.347898	
0.025 	17.618364	
0.02 	14.800500	
 
CBR Pkt_size:	 250
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	61.355000	
0.05 	32.069913	
0.033 	22.387469	
0.025 	17.599625	
0.02 	14.800000	
 


No.of nodes:	 20
Area:	 1000 x 1000
Mobility:	 50
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	13.320106	
0.05 	8.736375	
0.033 	7.545133	
0.025 	6.785530	
0.02 	7.216368	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	12.954198	
0.05 	8.717557	
0.033 	7.301012	
0.025 	7.221341	
0.02 	6.269939	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	12.835443	
0.05 	8.640152	
0.033 	7.734304	
0.025 	6.659847	
0.02 	6.317850	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	13.104592	
0.05 	8.670483	
0.033 	7.566868	
0.025 	6.697809	
0.02 	6.762209	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	13.051020	
0.05 	8.671320	
0.033 	7.316370	
0.025 	7.371960	
0.02 	6.898856	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	12.578283	
0.05 	8.508156	
0.033 	7.529070	
0.025 	6.588420	
0.02 	6.415915	
 
CBR Pkt_size:	 100
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	13.010582	
0.05 	8.563682	
0.033 	7.179934	
0.025 	6.661607	
0.02 	6.441538	
 
CBR Pkt_size:	 150
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	12.771574	
0.05 	8.551378	
0.033 	7.139901	
0.025 	6.703255	
0.02 	6.126768	
 
CBR Pkt_size:	 200
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	12.549367	
0.05 	8.801034	
0.033 	7.226022	
0.025 	6.629419	
0.02 	6.501362	
 
CBR Pkt_size:	 250
Node Speed:	 8
 
 	 ZRP 	 OLSR
0.1 	12.536709	
0.05 	8.432704	
0.033 	7.399156	
0.025 	6.622521	
0.02 	6.753902	
 
CBR Pkt_size:	 50
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	12.261965	
0.05 	8.519448	
0.033 	7.214582	
0.025 	6.641952	
0.02 	6.949162	
 
CBR Pkt_size:	 100
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	12.385390	
0.05 	8.438596	
0.033 	7.230449	
0.025 	7.375000	
0.02 	7.272854	
 
CBR Pkt_size:	 150
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	12.437975	
0.05 	9.458387	
0.033 	7.348757	
0.025 	6.835553	
0.02 	7.200406	
 
CBR Pkt_size:	 200
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	12.704787	
0.05 	8.878453	
0.033 	7.156017	
0.025 	6.655717	
0.02 	7.338484	
 
CBR Pkt_size:	 250
Node Speed:	 6
 
 	 ZRP 	 OLSR
0.1 	12.226700	
0.05 	8.538168	
0.033 	7.193869	
0.025 	6.887591	
0.02 	7.678108	
 
CBR Pkt_size:	 50
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	11.365239	
0.05 	7.986164	
0.033 	7.088496	
0.025 	7.724370	
0.02 	6.941704	
 
CBR Pkt_size:	 100
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	11.605195	
0.05 	8.165354	
0.033 	7.230292	
0.025 	6.537509	
0.02 	6.652427	
 
CBR Pkt_size:	 150
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	11.434896	
0.05 	8.174541	
0.033 	7.542323	
0.025 	6.926503	
0.02 	6.941506	
 
CBR Pkt_size:	 200
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	11.565104	
0.05 	8.169737	
0.033 	7.142729	
0.025 	7.002256	
0.02 	6.793080	
 
CBR Pkt_size:	 250
Node Speed:	 4
 
 	 ZRP 	 OLSR
0.1 	11.513021	
0.05 	8.136187	
0.033 	7.502874	
0.025 	6.756080	
0.02 	6.256632	
 
CBR Pkt_size:	 50
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	10.442211	
0.05 	7.381727	
0.033 	6.298013	
0.025 	5.803650	
0.02 	5.804026	
 
CBR Pkt_size:	 100
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	10.454774	
0.05 	7.374218	
0.033 	6.290909	
0.025 	5.793581	
0.02 	5.502518	
 
CBR Pkt_size:	 150
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	10.694370	
0.05 	7.500000	
0.033 	6.336921	
0.025 	5.794751	
0.02 	5.998737	
 
CBR Pkt_size:	 200
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	10.511335	
0.05 	7.367960	
0.033 	6.274834	
0.025 	5.797596	
0.02 	5.905589	
 
CBR Pkt_size:	 250
Node Speed:	 2
 
 	 ZRP 	 OLSR
0.1 	10.375315	
0.05 	7.320802	
0.033 	6.897409	
0.025 	5.859685	
0.02 	6.016473	
 


No.of nodes:	 80
Area:	 1000 x 1000
Mobility:	 50
 
CBR Pkt_size:	 50
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	135.296296	
0.05 	65.991935	
0.033 	54.848606	
0.025 	41.755621	
0.02 	37.149690	
 
CBR Pkt_size:	 100
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	116.216374	
0.05 	67.903333	
0.033 	49.374109	
0.025 	50.193087	
0.02 	44.905882	
 
CBR Pkt_size:	 150
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	129.339744	
0.05 	66.252033	
0.033 	62.479760	
0.025 	51.732412	
0.02 	48.239080	
 
CBR Pkt_size:	 200
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	171.940426	
0.05 	68.592530	
0.033 	59.573466	
0.025 	52.900510	
0.02 	56.510667	
 
CBR Pkt_size:	 250
Node Speed:	 10
 
 	 ZRP 	 OLSR
0.1 	124.203125	
0.05 	72.629174	
0.033 	60.306452	
0.025 	52.861323	
0.02 	95.739819	
 
CBR Pkt_size:	 50
Node Speed:	 8
 
